FHRSID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,RatingValue,RatingKey,RatingDate,LocalAuthorityCode,LocalAuthorityName,LocalAuthorityWebSite,LocalAuthorityEmailAddress,Scores,SchemeType,NewRatingPending,Geocode,AddressLine2,AddressLine3,PostCode,AddressLine1,AddressLine4
1779658,AC112024-19125,In Pizza we Crust,Takeaway/sandwich shop,7844,4,fhrs_4_en-GB,2025-01-20,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,41 Rochdale Road,Manchester,M4 4HT,Hampton By Hilton,
1820149,AC-072024-014899,In The Dog Haus,Other catering premises,7841,5,fhrs_5_en-GB,2018-05-03,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,,,,,
1906773,AC012026-25654,IncludEd Learning,School/college/university,7845,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,8 Alexandra Road South,Manchester,M16 8ER,,
1820546,AC-072024-015386,Indian Affair,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,2023-06-14,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,362 Barlow Moor Road,Manchester,M21 8AZ,,
1821819,AC092024-17974,Indian Affair,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,2025-03-28,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,46 Blossom Street,Manchester,M4 6BF,,
1817941,AC-072024-006796,Indian Ocean,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,2022-09-01,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,252 Middleton Road,Manchester,M8 4WA,,
1823420,AC032025-21283,INDIAN PANTRY,Takeaway/sandwich shop,7844,5,fhrs_5_en-GB,2025-07-23,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,376A Greenbrow Road,Manchester,M23 2XQ,,
1820004,AC-072024-014709,Indian Spice,Takeaway/sandwich shop,7844,5,fhrs_5_en-GB,2022-06-18,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,38 Old Moat Lane,Manchester,M20 3FL,,
1839421,AC062025-22548,Indian street food,Other catering premises,7841,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,,,,,
1818313,AC-072024-007455,Indian Street Junction,Takeaway/sandwich shop,7844,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,58-60 Higher Ardwick,Manchester,M12 6DA,,
1819130,AC-072024-013656,Indian Tiffin Room,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,2024-04-25,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,2 Isabella Banks Street,Manchester,M15 4RL,,
1943833,AC042026-26975,Indigo Coffee Project,Other catering premises,7841,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,,,,,
1819210,AC-072024-013744,Indique Restaurant,Restaurant/Cafe/Canteen,1,4,fhrs_4_en-GB,2025-06-17,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,110-112 Burton Road,Manchester,M20 1LP,,
1906993,AC122025-25621,Industrious,Retailers - other,4613,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,24 MOUNT STREET,MANCHESTER,M2 3NX,,
1906994,AC122025-25622,Industrious,Retailers - other,4613,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,1 OXFORD STREET,MANCHESTER,M1 4PB,ST PETERS SQUARE,
1906863,AC112025-25221,Inna Iasko,Retailers - other,4613,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,,,,,
1839416,AC062025-22533,INSHAS,Restaurant/Cafe/Canteen,1,3,fhrs_3_en-GB,2025-10-09,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,106 Northmoor Road,Manchester,M12 5RS,,
1818525,AC-072024-007757,Insomnia Cookies,Retailers - other,4613,5,fhrs_5_en-GB,2024-09-23,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,222 Wilmslow Road,Manchester,M14 6LF,,
1821485,AC-072024-016497,Insomnia Cookies,Takeaway/sandwich shop,7844,5,fhrs_5_en-GB,2024-01-11,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Cross Street,Manchester,M2 7DH,The Royal Exchange,
1821481,AC-072024-016493,Insomnia Cookies,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,2023-11-22,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,130 Oxford Road,Manchester,M13 9GP,Unit 9 University Green,
1821378,AC-072024-016377,Inspire Cafe / Levenshulme Inspire,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,2025-06-20,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,747 Stockport Road,Manchester,M19 3AR,,
1816805,AC-072024-005448,International Anthony Burgess Foundation,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,2023-09-14,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,3 Cambridge Street,Manchester,M1 5BY,Flat B1 Chorlton Mill,
1817885,AC-072024-006735,International Mini Market,Retailers - other,4613,5,fhrs_5_en-GB,2022-04-26,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,769 Stockport Road,Manchester,M19 3DL,,
1817264,AC-072024-005994,Into The Gathering Dusk,Other catering premises,7841,5,fhrs_5_en-GB,2023-02-20,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,,,,,
1822075,AC122024-19485,ip dip moo,Distributors/Transporters,7,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,,,,,
1819615,AC-072024-014232,Iqki Bakes,Other catering premises,7841,5,fhrs_5_en-GB,2022-11-08,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,,,,,
1820387,AC-072024-015195,Irfan Continental Foodstore,Retailers - other,4613,4,fhrs_4_en-GB,2024-04-20,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,19 Lansdowne Road,Manchester,M8 5SF,,
1816863,AC-072024-005517,Irish World Heritage Centre,Restaurant/Cafe/Canteen,1,3,fhrs_3_en-GB,2024-03-28,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,1 Irish Town Way,Manchester,M8 0AE,Irish World Heritage Centre 1 Irish Town Way Manchester M8 0AE,
1821548,AC-072024-016575,Irk Valley Community School,School/college/university,7845,2,fhrs_2_en-GB,2025-03-03,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,10 Waterloo Street,Manchester,M8 5XH,,
1821204,AC-072024-016161,Isca,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,2022-05-25,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,825 Stockport Road,Manchester,M19 3PN,,
1819223,AC-072024-013758,Ishtar,Restaurant/Cafe/Canteen,1,Exempt,fhrs_exempt_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,2 Grandale Street,Manchester,M14 5NS,,
1821640,AC072024-16717,Islamic Social and Educational Trust,Retailers - other,4613,5,fhrs_5_en-GB,2024-12-13,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,St Johns Road,Longsight,M13 0WU,Qadria Jilania Islamic Centre,Manchester
1894522,AC092025-24408,Island Grill BLVD,Restaurant/Cafe/Canteen,1,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,The Avenue North,Manchester,M3 3BZ,BLVD,
1820570,AC-072024-015415,Island Lounge,Restaurant/Cafe/Canteen,1,1,fhrs_1_en-GB,2024-12-03,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,645 Mauldeth Road West,Manchester,M21 7SA,,
1831231,AC052025-22072,Island Palate - Taiwanese Restaurant,Other catering premises,7841,4,fhrs_4_en-GB,2025-10-17,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,,,,,
1906900,AC122025-25340,Iso.,Restaurant/Cafe/Canteen,1,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,464b Wilbraham Road,Manchester,M21 9AS,,
1819345,AC-072024-013898,Israel Sieff Court R C H,Hospitals/Childcare/Caring Premises,5,5,fhrs_5_en-GB,2024-04-29,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,7A Bennett Road,Manchester,M8 5DU,,
1894479,AC092025-24250,Issano,Restaurant/Cafe/Canteen,1,1,fhrs_1_en-GB,2026-03-11,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,367 PALATINE ROAD,MANCHESTER,M22 4FY,,
1943881,AC042026-27104,Istambul Corn King,Mobile caterer,7846,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,,,,,
1816505,AC-072024-005087,Istanbul,Takeaway/sandwich shop,7844,4,fhrs_4_en-GB,2024-06-13,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,187 Wilmslow Road,Manchester,M14 5AQ,,
1943785,AC042026-26832,Istanbul Daily,Retailers - other,4613,1,fhrs_1_en-GB,2026-03-05,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,781 STOCKPORT ROAD,MANCHESTER,M19 3DL,,
1821139,AC-072024-016088,Istanbul Restaurant,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,2024-03-19,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,2 Bury Old Road,Manchester,M8 9JN,,
1817582,AC-072024-006365,Istanbul Restaurant,Restaurant/Cafe/Canteen,1,4,fhrs_4_en-GB,2025-10-23,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,455-459 Wilmslow Road,Manchester,M20 4AN,,
1819756,AC-072024-014380,Istanbul Shawarma,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,2023-09-20,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,530 Stockport Road,Manchester,M12 4JJ,,
1817889,AC-072024-006739,Istanbul Supermarket,Retailers - other,4613,5,fhrs_5_en-GB,2023-09-20,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,20-30 Bury Old Road,Manchester,M8 5BN,,
1923153,AC022026-26015,Italian Eat In & Take-Away,Restaurant/Cafe/Canteen,1,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,14 LANSDOWNE ROAD,MANCHESTER,M8 5SH,,
1816989,AC-072024-005665,ITALIANA FIFTY FIVE,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,2022-12-15,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,3-11 Liverpool Road,Manchester,M3 4NW,,
1818137,AC-072024-007026,Italiana Fifty Five,Restaurant/Cafe/Canteen,1,3,fhrs_3_en-GB,2025-11-17,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,235 Deansgate,Manchester,M3 4EN,Unit 4 Warehouse & Square,
1816607,AC-072024-005214,Italiana Fifty Five Didsbury,Restaurant/Cafe/Canteen,1,3,fhrs_3_en-GB,2025-06-24,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,651A Wilmslow Road,Manchester,M20 6QZ,651a Wilmslow Road Manchester M20 6QZ,
1821950,AC102024-18682,ITR Hospitality,Takeaway/sandwich shop,7844,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Higher Ardwick,Manchester,M12 6DD,Unit 4 Thames Indistrial Estate,
1816992,AC-072024-005668,It's Annie Bakes,Other catering premises,7841,4,fhrs_4_en-GB,2021-03-27,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,,,,,
1822039,AC112024-19188,It's Mimi's Bakery,Other catering premises,7841,5,fhrs_5_en-GB,2026-01-20,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,,,,,
1818501,AC-072024-007719,ItsTheFizz,Retailers - other,4613,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,,,,,
1906901,AC122025-25341,Itsu,Restaurant/Cafe/Canteen,1,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,1 SPINNINGFIELDS SQUARE,MANCHESTER,M3 3AP,,
1820021,AC-072024-014734,Ivape Lounge,Retailers - other,4613,5,fhrs_5_en-GB,2024-01-29,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,175 Hollyhedge Road,Manchester,M22 8UE,,
1831131,AC042025-21630,IYA OGI CEREALS,Retailers - other,4613,5,fhrs_5_en-GB,2025-09-17,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,,,,,
1821108,AC-072024-016053,J C Oriental Cuisine,Takeaway/sandwich shop,7844,4,fhrs_4_en-GB,2025-12-04,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,42 Beech Road,Manchester,M21 9EL,,
1821701,AC072024-17115,J D S Club,Pub/bar/nightclub,7843,5,fhrs_5_en-GB,2024-10-04,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,8 Stocks Street,Manchester,M8 8QG,,
1820061,AC-072024-014792,J Dynasty,Restaurant/Cafe/Canteen,1,3,fhrs_3_en-GB,2024-06-19,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,17 Anson Road,Manchester,M14 5BZ,,
1906990,AC122025-25611,J J DAILY MART,Retailers - other,4613,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,2 Polygon Street,Manchester,M13 9SG,,
1820038,AC-072024-014756,J Singleton,Retailers - other,4613,3,fhrs_3_en-GB,2026-03-12,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Garratt Way,Manchester,M18 8LD,Gorton Retail Market,
1923273,AC022026-26382,J&H Global,Retailers - other,4613,1,fhrs_1_en-GB,2026-03-12,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,WHITWORTH STREET EAST,MANCHESTER,M11 2WW,C9-C10 NEW SMITHFIELD MARKET,
1894439,AC092025-24069,J.S. Rhythm,Restaurant/Cafe/Canteen,1,3,fhrs_3_en-GB,2026-02-25,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,289 Palatine Road,Manchester,M22 4ET,,
1818059,AC-072024-006934,Jaan by Another Hand,Restaurant/Cafe/Canteen,1,4,fhrs_4_en-GB,2024-09-27,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,56 Peter Street,Manchester,M2 3NQ,St Georges House,
1818076,AC-072024-006956,Jack in the Box,Takeaway/sandwich shop,7844,5,fhrs_5_en-GB,2024-09-17,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,1 Eagle Street,Manchester,M4 5BU,Mackie Mayor,
1877412,AC082025-23668,Jackie Penang Kitchen,Restaurant/Cafe/Canteen,1,4,fhrs_4_en-GB,2025-11-28,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,42 HIGHER ARDWICK,MANCHESTER,M12 6DA,KITCHEN 7A,
1820768,AC-072024-015641,Jackies Chippy,Takeaway/sandwich shop,7844,5,fhrs_5_en-GB,2024-08-29,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,5 Grangepark Road,Manchester,M9 7AF,,
1816742,AC-072024-005377,Jacobs Londis,Retailers - other,4613,5,fhrs_5_en-GB,2020-10-29,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,353 Stockport Road,Manchester,M13 0LF,353 Stockport Road Manchester M13 0LF,
1819224,AC-072024-013759,Jade Garden Blackley,Takeaway/sandwich shop,7844,4,fhrs_4_en-GB,2025-08-11,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,1172 Rochdale Road,Manchester,M9 6ER,,
1818200,AC-072024-007111,Jade's Butty Box,Mobile caterer,7846,5,fhrs_5_en-GB,2025-04-10,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Sharston Industrial Area,Manchester,M22 4RB,Leestone Road,
1819018,AC-072024-013522,Jaffa Restaurant,Restaurant/Cafe/Canteen,1,4,fhrs_4_en-GB,2022-12-10,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,185 Wilmslow Road,Manchester,M14 5AP,,
1821159,AC-072024-016110,Jafra Restaurant,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,2025-12-23,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,34-36 Wilmslow Road,Manchester,M14 5TQ,,
1819084,AC-072024-013605,Jai Kathmandu,Restaurant/Cafe/Canteen,1,3,fhrs_3_en-GB,2026-03-12,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,345-347 Palatine Road,Manchester,M22 4FY,,
1821297,AC-072024-016279,Jain Community Centre,Restaurant/Cafe/Canteen,1,4,fhrs_4_en-GB,2025-02-28,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,667-669 Stockport Road,Manchester,M12 4QE,,
1818565,AC-072024-007809,Jake's Deli,Takeaway/sandwich shop,7844,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,88 Burnage Lane,Manchester,M19 2WL,,
1906794,AC012026-25741,Jamaica Blue,Restaurant/Cafe/Canteen,1,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,MARKET STREET,MANCHESTER,M4 2HU,170 ARNDALE CENTRE,
1820545,AC-072024-015383,Jamaican Treats,Other catering premises,7841,5,fhrs_5_en-GB,2023-12-19,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,,,,,
1819675,AC-072024-014295,Janam Fast Food,Takeaway/sandwich shop,7844,1,fhrs_1_en-GB,2025-08-13,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,78 Portland Street,Manchester,M1 4QX,,
1819709,AC-072024-014333,Jandol Restaurant,Restaurant/Cafe/Canteen,1,2,fhrs_2_en-GB,2025-06-03,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,861 Stockport Road,Manchester,M19 3PW,,
1820006,AC-072024-014714,Janea Ltd,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,2024-05-07,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,15-17 Chapel Walks,Manchester,M2 1HN,,
1822052,AC112024-19288,Jannah's Kitchen,Takeaway/sandwich shop,7844,5,fhrs_5_en-GB,2025-09-24,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,34 Portway,Manchester,M22 1UB,,
1817795,AC-072024-006625,Japan Deli,Retailers - other,4613,5,fhrs_5_en-GB,2025-06-18,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,521 Wilmslow Road,Manchester,M20 4BA,,
1821461,AC-072024-016472,Japanese Kitchen Ltd,Other catering premises,7841,5,fhrs_5_en-GB,2024-03-19,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,,,,,
1821596,AC-072024-016631,Jasmine Restaurant,Restaurant/Cafe/Canteen,1,4,fhrs_4_en-GB,2025-02-07,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,567-569 Barlow Moor Road,Manchester,M21 8AE,,
1819454,AC-072024-014030,Java Bar Espresso,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,2024-08-26,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Oxford Road Station Approach,Manchester,M1 6FU,Unit 1-3 Oxford Road Station,
1923258,AC022026-26330,Java John's - Mobile Van,Mobile caterer,7846,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,,,,,
1772878,AC092024-18379,Java John's Trailer,Mobile caterer,7846,5,fhrs_5_en-GB,2024-12-24,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,,,,,
1816822,AC-072024-005470,Jay's,Retailers - other,4613,2,fhrs_2_en-GB,2025-02-10,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,1168-1170 Aston Old Road,Manchester,M11 1ND,1168-1170 Ashton Old Road Manchester M11 1ND,
1817178,AC-072024-005893,Jaz's Moneysaver,Retailers - other,4613,5,fhrs_5_en-GB,2024-06-17,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,74 Hathersage Road,Manchester,M13 0FN,,
1819505,AC-072024-014092,JB Catering,Mobile caterer,7846,5,fhrs_5_en-GB,2022-10-13,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,,,,,
1923189,AC022026-26128,JD.Com International Logistics UK Ltd - Manchester Depot,Manufacturers/packers,7839,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,ELIZABETH STREET,MANCHESTER,M8 8BB,UNIT 6 TRADE CITY,
1821958,AC102024-18725,Jean Image Manchester Ltd,Retailers - other,4613,5,fhrs_5_en-GB,2025-03-11,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,61 Bury New Road,Manchester,M8 8FX,,
1849423,AC072025-22874,Jeanne's Cheeky Chocolates,Retailers - other,4613,5,fhrs_5_en-GB,2025-06-26,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,52 CHURCH STREET,MANCHESTER,M4 1PW,1ST FLOOR AFFLECKS PALACE,
1894363,AC082025-23748,Jennifer fish fry,Other catering premises,7841,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,,,,,
1870699,AC072025-23170,Jennifers at Four,Other catering premises,7841,5,fhrs_5_en-GB,2026-01-19,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,,,,,
1818581,AC-072024-011629,Jenny's HomeKong Made,Manufacturers/packers,7839,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,,,,,
1821718,AC072024-17256,Jerk Junction,Takeaway/sandwich shop,7844,4,fhrs_4_en-GB,2025-02-27,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,170A Manchester Road,Chorlton,M16 0DZ,,Manchester
1894422,AC092025-23992,Jerk Junction Events,Mobile caterer,7846,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,170 Manchester Road,Manchester,M16 0DZ,,
1923184,AC022026-26098,Jesuscina Foundation,Retailers - other,4613,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,1 MERCER ROAD,MANCHESTER,M18 8JR,,
1849376,AC062025-22731,Jia Ding Er also T/as Shi Yan Ju,Takeaway/sandwich shop,7844,4,fhrs_4_en-GB,2025-08-18,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,42 Higher Ardwick,Manchester,M12 6DA,,
1819052,AC-072024-013564,Jilanis Newsagent,Retailers - other,4613,5,fhrs_5_en-GB,2023-08-08,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,173 Wilmslow Road,Manchester,M14 5AP,,
1818634,AC-072024-012992,Jilani''s Tea House & Grill,Restaurant/Cafe/Canteen,1,4,fhrs_4_en-GB,2024-09-06,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,155-157 Wilmslow Road,Manchester,M14 5AP,,
1821643,AC072024-16720,Jimmys Bar,Other catering premises,7841,5,fhrs_5_en-GB,2025-03-06,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,27 Blossom Street,Manchester,M4 6AJ,,
1816534,AC-072024-005127,Jimmy's Killer Prawns,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,2024-09-20,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,13-25 Liverpool Road,Manchester,M3 4NW,,
1849386,AC062025-22762,JIMS,Takeaway/sandwich shop,7844,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,37-49 Devonshire Street North,Manchester,M12 6JR,,
1818666,AC-072024-013034,Jin Bi Wan,Takeaway/sandwich shop,7844,4,fhrs_4_en-GB,2025-12-03,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,33 Peel Hall Road,Manchester,M22 5DW,,
1819226,AC-072024-013761,Jin Du,Takeaway/sandwich shop,7844,4,fhrs_4_en-GB,2023-12-15,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,135 Princess Road,Manchester,M14 4RB,,
